,MMM,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_mavg,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_mavg,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2020-06-16 20:00:00+00:00,,,0.0,,0.0,,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-16 20:00:00+00:00,2020-06,2020-06-16 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,1,[],0.0
2020-06-17 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-17 20:00:00+00:00,2020-06,2020-06-17 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,2,[],0.0
2020-06-18 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-18 20:00:00+00:00,2020-06,2020-06-18 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,3,[],0.0
2020-06-19 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-19 20:00:00+00:00,2020-06,2020-06-19 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,4,[],0.0
2020-06-22 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-22 20:00:00+00:00,2020-06,2020-06-22 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,5,[],0.0
2020-06-23 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-23 20:00:00+00:00,2020-06,2020-06-23 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,6,[],0.0
2020-06-24 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-24 20:00:00+00:00,2020-06,2020-06-24 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,7,[],0.0
2020-06-25 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-25 20:00:00+00:00,2020-06,2020-06-25 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,8,[],0.0
2020-06-26 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-26 20:00:00+00:00,2020-06,2020-06-26 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,9,[],0.0
2020-06-29 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-29 20:00:00+00:00,2020-06,2020-06-29 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,10,[],0.0
2020-06-30 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-06-30 20:00:00+00:00,2020-06,2020-06-30 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,11,[],0.0
2020-07-01 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-01 20:00:00+00:00,2020-07,2020-07-01 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,12,[],0.0
2020-07-02 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-02 20:00:00+00:00,2020-07,2020-07-02 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,13,[],0.0
2020-07-06 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-06 20:00:00+00:00,2020-07,2020-07-06 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,14,[],0.0
2020-07-07 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-07 20:00:00+00:00,2020-07,2020-07-07 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,15,[],0.0
2020-07-08 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-08 20:00:00+00:00,2020-07,2020-07-08 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,16,[],0.0
2020-07-09 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-09 20:00:00+00:00,2020-07,2020-07-09 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,17,[],0.0
2020-07-10 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-10 20:00:00+00:00,2020-07,2020-07-10 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,18,[],0.0
2020-07-13 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-13 20:00:00+00:00,2020-07,2020-07-13 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,19,[],0.0
2020-07-14 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-14 20:00:00+00:00,2020-07,2020-07-14 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,20,[],0.0
2020-07-15 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-15 20:00:00+00:00,2020-07,2020-07-15 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,21,[],0.0
2020-07-16 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-16 20:00:00+00:00,2020-07,2020-07-16 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,22,[],0.0
2020-07-17 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-17 20:00:00+00:00,2020-07,2020-07-17 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,23,[],0.0
2020-07-20 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-20 20:00:00+00:00,2020-07,2020-07-20 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,24,[],0.0
2020-07-21 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-21 20:00:00+00:00,2020-07,2020-07-21 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,25,[],0.0
2020-07-22 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-22 20:00:00+00:00,2020-07,2020-07-22 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,26,[],0.0
2020-07-23 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-23 20:00:00+00:00,2020-07,2020-07-23 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,27,[],0.0
2020-07-24 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-24 20:00:00+00:00,2020-07,2020-07-24 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,28,[],0.0
2020-07-27 20:00:00+00:00,,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,[],2020-07-27 20:00:00+00:00,2020-07,2020-07-27 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,,0.0,0,,100000.0,0.0,0.0,29,[],0.0
2020-07-28 20:00:00+00:00,155.33,0.0,0.0,,0.0,0.0,,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,156.98666666666668,0.0,0,0.0,0.0,0.0,"[{'id': '206bfe3ce9ef44839c9c44beff71becf', 'dt': Timestamp('2020-07-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-07-28 20:00:00+0000', tz='UTC'), 'amount': 100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [MMM]), 'status': 0}]",2020-07-28 20:00:00+00:00,2020-07,2020-07-28 13:31:00+00:00,0.0,100000.0,[],0.0,,0.0,159.024,0.0,0,,100000.0,0.0,0.0,30,[],0.0
2020-07-29 20:00:00+00:00,156.25,0.0002255969098323265,-7.912500000006872e-05,,0.0,0.0,,-15632.9125,84367.0875,15625.0,15625.0,0.0,0.15626236425957205,15625.0,156.87266666666665,15625.0,1,-7.91250000000332e-05,0.15626236425957205,0.15626236425957205,"[{'id': '206bfe3ce9ef44839c9c44beff71becf', 'dt': Timestamp('2020-07-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-07-28 20:00:00+0000', tz='UTC'), 'amount': 100, 'filled': 100, 'commission': 0.1, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [MMM]), 'status': 1}]",2020-07-29 20:00:00+00:00,2020-07,2020-07-29 13:31:00+00:00,-7.912500000005821,99992.0875,"[{'sid': Equity(4 [MMM]), 'amount': 100, 'cost_basis': 156.329125, 'last_sale_price': 156.25}]",-7.912500000006872e-05,-2.8511457798689492,0.0,158.71599999999998,0.0,0,-2.851145779868949,100000.0,0.0,0.0,31,"[{'amount': 100, 'dt': Timestamp('2020-07-29 20:00:00+0000', tz='UTC'), 'price': 156.328125, 'order_id': '206bfe3ce9ef44839c9c44beff71becf', 'sid': Equity(4 [MMM]), 'commission': None}]",0.0
2020-07-30 20:00:00+00:00,152.12,0.011585663923359236,-0.004209125000000036,,0.0,0.0,,0.0,84367.0875,15212.0,15212.0,0.0,0.1527629985562983,15212.0,156.636,15212.0,1,-0.004209125,0.15626236425957205,0.1527629985562983,[],2020-07-30 20:00:00+00:00,2020-07,2020-07-30 13:31:00+00:00,-413.0,99579.0875,"[{'sid': Equity(4 [MMM]), 'amount': 100, 'cost_basis': 156.329125, 'last_sale_price': 152.12}]",-0.004130326812109009,-2.86124586727589,0.0,157.878,0.0,0,-2.859477804664255,84367.0875,15625.0,15625.0,32,[],0.0
2020-07-31 20:00:00+00:00,150.47,0.012157397261498412,-0.005859125000000076,,0.0,0.0,,0.0,84367.0875,15047.0,15047.0,0.0,0.15135681851930693,15047.0,156.34466666666668,15047.0,1,-0.005859125000000063,0.15626236425957205,0.15135681851930693,[],2020-07-31 20:00:00+00:00,2020-07,2020-07-31 13:31:00+00:00,-165.0,99414.0875,"[{'sid': Equity(4 [MMM]), 'amount': 100, 'cost_basis': 156.329125, 'last_sale_price': 150.47}]",-0.0016569744124237396,-3.684848239540953,0.0,156.94199999999998,0.0,0,-3.6421603446370643,84367.0875,15212.0,15212.0,33,[],0.0
2020-08-03 20:00:00+00:00,150.41,0.01197604418366717,-0.005919125000000025,,0.0,0.0,,0.0,84367.0875,15041.0,15041.0,0.0,0.15130559674030547,15041.0,156.08666666666667,15041.0,1,-0.005919125000000065,0.15626236425957205,0.15130559674030547,[],2020-08-03 20:00:00+00:00,2020-08,2020-08-03 13:31:00+00:00,-6.0,99408.0875,"[{'sid': Equity(4 [MMM]), 'amount': 100, 'cost_basis': 156.329125, 'last_sale_price': 150.41}]",-6.035361940026629e-05,-3.6679805946864037,0.0,156.346,0.0,0,-3.624781506414214,84367.0875,15047.0,15047.0,34,[],0.0
2020-08-04 20:00:00+00:00,151.21,0.012087561544351106,-0.005119125000000002,,0.0,0.0,,0.0,84367.0875,15121.0,15121.0,0.0,0.15198804580498143,15121.0,155.904,15121.0,1,-0.005919125000000065,0.15626236425957205,0.15198804580498143,"[{'id': '411c453e225f4e89b5b3eb2b9f4d3624', 'dt': Timestamp('2020-08-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-08-04 20:00:00+0000', tz='UTC'), 'amount': -100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [MMM]), 'status': 0}]",2020-08-04 20:00:00+00:00,2020-08,2020-08-04 13:31:00+00:00,80.0,99488.0875,"[{'sid': Equity(4 [MMM]), 'amount': 100, 'cost_basis': 156.329125, 'last_sale_price': 151.21}]",0.0008047634957266681,-3.0509476681275447,0.0,155.68700000000004,0.0,0,-3.0875175494902236,84367.0875,15041.0,15041.0,35,[],0.0
2020-08-05 20:00:00+00:00,155.35,0.016343193509989775,-0.0010578000000001087,,0.0,0.0,,15527.1325,99894.21999999999,0.0,0.0,0.0,0.0,0.0,155.821,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,"[{'id': '411c453e225f4e89b5b3eb2b9f4d3624', 'dt': Timestamp('2020-08-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-08-04 20:00:00+0000', tz='UTC'), 'amount': -100, 'filled': -100, 'commission': 0.1, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [MMM]), 'status': 1}]",2020-08-05 20:00:00+00:00,2020-08,2020-08-05 13:31:00+00:00,406.13249999999243,99894.21999999999,[],0.004082222406778024,-0.4453571198034043,0.0,155.351,0.0,0,-0.6180143067236425,84367.0875,15121.0,15121.0,36,"[{'amount': -100, 'dt': Timestamp('2020-08-05 20:00:00+0000', tz='UTC'), 'price': 155.272325, 'order_id': '411c453e225f4e89b5b3eb2b9f4d3624', 'sid': Equity(4 [MMM]), 'commission': None}]",0.0
2020-08-06 20:00:00+00:00,156.0,0.016114782412795056,-0.0010578000000001087,,0.0,0.0,,0.0,99894.21999999999,0.0,0.0,0.0,0.0,0.0,155.947,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,[],2020-08-06 20:00:00+00:00,2020-08,2020-08-06 13:31:00+00:00,0.0,99894.21999999999,[],0.0,-0.4394623294245117,0.0,155.022,0.0,0,-0.6096055569935358,99894.21999999999,0.0,0.0,37,[],0.0
2020-08-07 20:00:00+00:00,158.33,0.01589568819658613,-0.0010578000000001087,,0.0,0.0,,0.0,99894.21999999999,0.0,0.0,0.0,0.0,0.0,156.06899999999996,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,[],2020-08-07 20:00:00+00:00,2020-08,2020-08-07 13:31:00+00:00,0.0,99894.21999999999,[],0.0,-0.4337953491726561,0.0,154.87099999999998,0.0,0,-0.6015309546951136,99894.21999999999,0.0,0.0,38,[],0.0
2020-08-10 20:00:00+00:00,161.44,0.015685294204672698,-0.0010578000000001087,,0.0,0.0,,0.0,99894.21999999999,0.0,0.0,0.0,0.0,0.0,156.3663333333333,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,[],2020-08-10 20:00:00+00:00,2020-08,2020-08-10 13:31:00+00:00,0.0,99894.21999999999,[],0.0,-0.4283418887108095,0.0,154.691,0.0,0,-0.5937689397647264,99894.21999999999,0.0,0.0,39,[],0.0
2020-08-11 20:00:00+00:00,163.38,0.015483039449902675,-0.0010578000000001087,,0.0,0.0,,0.0,99894.21999999999,0.0,0.0,0.0,0.0,0.0,156.62666666666664,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,[],2020-08-11 20:00:00+00:00,2020-08,2020-08-11 13:31:00+00:00,0.0,99894.21999999999,[],0.0,-0.42308888071973755,0.0,155.496,0.0,0,-0.586299850744987,99894.21999999999,0.0,0.0,40,[],0.0
2020-08-12 20:00:00+00:00,164.26,0.015288412315299307,-0.0010578000000001087,,0.0,0.0,,0.0,99894.21999999999,0.0,0.0,0.0,0.0,0.0,156.90233333333333,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,[],2020-08-12 20:00:00+00:00,2020-08,2020-08-12 13:31:00+00:00,0.0,99894.21999999999,[],0.0,-0.418024349671232,0.0,156.297,0.0,0,-0.5791057150920607,99894.21999999999,0.0,0.0,41,[],0.0
2020-08-13 20:00:00+00:00,165.86,0.015100945104581261,-0.0010578000000001087,,0.0,0.0,,0.0,99894.21999999999,0.0,0.0,0.0,0.0,0.0,157.24999999999997,0.0,0,-0.005919125000000065,0.15626236425957205,0.0,"[{'id': 'dfc4d5c0a3a74c2aba0a58e5e4f83b7d', 'dt': Timestamp('2020-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-08-13 20:00:00+0000', tz='UTC'), 'amount': 100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [MMM]), 'status': 0}]",2020-08-13 20:00:00+00:00,2020-08,2020-08-13 13:31:00+00:00,0.0,99894.21999999999,[],0.0,-0.41313729739191324,0.0,157.671,0.0,0,-0.572170067111747,99894.21999999999,0.0,0.0,42,[],0.0
2020-08-14 20:00:00+00:00,166.1,0.014920781455218966,-0.0011418500000001108,,0.0,0.0,,-16618.404999999995,83275.81499999999,16610.0,16610.0,0.0,0.16628987809730542,16610.0,157.552,16610.0,1,-0.005919125000000065,0.16628987809730542,0.16628987809730542,"[{'id': 'dfc4d5c0a3a74c2aba0a58e5e4f83b7d', 'dt': Timestamp('2020-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-08-13 20:00:00+0000', tz='UTC'), 'amount': 100, 'filled': 100, 'commission': 0.1, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [MMM]), 'status': 1}]",2020-08-14 20:00:00+00:00,2020-08,2020-08-14 13:31:00+00:00,-8.404999999998836,99885.81499999999,"[{'sid': Equity(4 [MMM]), 'amount': 100, 'cost_basis': 166.18404999999996, 'last_sale_price': 166.1}]",-8.413900223658288e-05,-0.4414493858216466,0.0,159.23399999999998,0.0,0,-0.6111264815443972,99894.21999999999,0.0,0.0,43,"[{'amount': 100, 'dt': Timestamp('2020-08-14 20:00:00+0000', tz='UTC'), 'price': 166.18304999999998, 'order_id': 'dfc4d5c0a3a74c2aba0a58e5e4f83b7d', 'sid': Equity(4 [MMM]), 'commission': None}]",0.0
